sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,n_leaves,date_collected,notes,,,,
1825,comp,homu,2,1,5.1,0.5,0.02964,,0.0078,,1,2-May-17,,35,22,7,
1826,comp,homu,2,2,7.6,0.5,0.03473,,0.00775,,1,2-May-17,,,,,
1827,comp,homu,2,3,5.9,0.4,0.0241,,0.00476,,1,2-May-17,,,,,
1828,comp,homu,3,1,4,0.5,0.01954,,0.00514,,1,2-May-17,,19,18,17,
1829,comp,homu,3,2,6.1,0.5,0.0303,,0.00849,,1,2-May-17,,,,,
1830,comp,homu,3,3,4.6,0.5,0.02862,,0.00733,,1,2-May-17,,,,,
1831,comp,homu,4,1,5.5,0.5,0.03158,,0.00926,,1,2-May-17,,31,25,25,
1832,comp,homu,4,2,5.1,0.5,0.02676,,0.00724,,1,2-May-17,,,,,
1833,comp,homu,4,3,6.8,0.5,0.03319,,0.00856,,1,2-May-17,,,,,
1834,comp,homu,5,1,4.6,0.5,0.01935,,0.00459,,1,2-May-17,,20,10,10,
1835,comp,homu,5,2,3.9,0.4,0.01359,,0.00345,,1,2-May-17,,,,,
1836,comp,homu,5,3,3.6,0.4,0.01179,,0.00332,,1,2-May-17,,,,,
1837,comp,lopu,1,1,1.4,1.9,0.01723,,0.00382,,1,2-May-17,,9,6,2,
1838,comp,lopu,1,2,1.4,1.7,0.01333,,0.00319,,1,2-May-17,,,,,
1839,comp,lopu,1,3,1.3,1.7,0.012,,0.00293,,1,2-May-17,,,,,
1840,comp,aghe,1,1,10.4,2.7,0.07722,,0.01151,,1,2-May-17,,26.5,12,7,
1841,comp,aghe,1,2,11.66,3.1,0.11417,,0.01616,,1,2-May-17,,,,,
1842,comp,aghe,1,3,12,2.5,0.17173,,0.02204,,1,2-May-17,,,,,
1843,comp,aghe,2,1,12.8,2.2,0.10409,,0.01561,,1,2-May-17,half of plant used,35,17,17,
1844,comp,aghe,2,2,13,3.5,0.1304,,0.01943,,1,2-May-17,,,,,
1845,comp,aghe,2,3,14,302,0.14192,,0.02283,,1,2-May-17,,,,,
1846,comp,aghe,3,1,10.7,1.7,0.08676,,0.01382,,1,2-May-17,,28,12,10,
1847,comp,aghe,3,2,11.6,1.2,0.09162,,0.01482,,1,2-May-17,,,,,
1848,comp,aghe,3,3,9.4,1.7,0.06462,,0.00965,,1,2-May-17,,,,,
1849,comp,aghe,4,1,11.1,1.4,0.06981,,0.0111,,1,2-May-17,,30,15,14,
1850,comp,aghe,4,2,11.2,1.7,0.08231,,0.01299,,1,2-May-17,,,,,
1851,comp,aghe,4,3,11.1,0.6,0.05954,,0.00907,,1,2-May-17,,,,,
1852,comp,aghe,5,1,10.9,2,0.09923,,0.01698,,1,2-May-17,,26,10,7,
1853,comp,aghe,5,2,10.8,1.8,0.06866,,0.01164,,1,2-May-17,,,,,
1854,comp,aghe,5,3,9.9,2.1,0.05948,,0.01075,,1,2-May-17,,,,,
1855,comp,mepo,1,1,1.7,1.7,0.01906,,0.00512,,1,2-May-17,,10,10,8,
1856,comp,mepo,1,2,1.8,2,0.01809,,0.00518,,1,2-May-17,,,,,
1857,comp,mepo,1,3,2,2,0.02652,,0.00725,,1,2-May-17,,,,,
1858,comp,mepo,2,1,2.7,2.2,0.03101,,0.00779,,1,2-May-17,,5,15,4,
1859,comp,mepo,2,2,1.5,2,0.02737,,0.00695,,1,2-May-17,,,,,
1860,comp,mepo,2,3,2.2,1.7,0.02642,,0.0067,,1,2-May-17,,,,,
1861,comp,mepo,3,1,1.5,1.9,0.03249,,0.00796,,1,2-May-17,,11,15,20,
1862,comp,mepo,3,2,1.5,1.9,0.02822,,0.00722,,1,2-May-17,,,,,
1863,comp,mepo,3,3,1.5,1.9,0.03025,,0.00785,,1,2-May-17,,,,,
1864,comp,mepo,5,1,1.3,1.9,0.01778,,0.00362,,1,2-May-17,,23,25,8,
1865,comp,mepo,5,2,1.5,2.3,0.02586,,0.00475,,1,2-May-17,,,,,
1866,comp,mepo,5,3,1.6,2.2,0.0334,,0.00458,,1,2-May-17,,,,,
1867,comp,eupe,1,1,1,0.4,0.00327,,0.00082,,1,2-May-17,,12,3,2,
1868,comp,eupe,1,2,1.1,0.4,0.00348,,0.00097,,1,2-May-17,,,,,
1869,comp,eupe,1,3,0.9,0.4,0.00326,,0.00075,,1,2-May-17,,,,,
1870,comp,eupe,2,1,1.3,0.9,0.0128,,0.00328,,1,2-May-17,,12,8,4,
1871,comp,eupe,2,2,1.1,0.8,0.00913,,0.00248,,1,2-May-17,,,,,
1872,comp,eupe,2,3,1,0.8,0.00717,,0.00182,,1,2-May-17,,,,,
1873,comp,eupe,3,1,1,0.6,0.0075,,0.00201,,1,2-May-17,,10,6,5,
1874,comp,eupe,3,2,1.5,0.5,0.00922,,0.0025,,1,2-May-17,,,,,
1875,comp,eupe,3,3,1.5,0.6,0.01036,,0.00285,,1,2-May-17,,,,,
1876,comp,eupe,4,1,1.2,0.8,0.00824,,0.00217,,1,2-May-17,,14,5,5,
1877,comp,eupe,4,2,1.5,0.6,0.00946,,0.00245,,1,2-May-17,,,,,
1878,comp,eupe,4,3,1.1,0.8,0.00823,,0.00229,,1,2-May-17,,,,,
1879,comp,eupe,5,1,1.3,0.6,0.00652,,0.00138,,1,2-May-17,,16,3,4,
1880,comp,eupe,5,2,1.2,0.6,0.00682,,0.00173,,1,2-May-17,,,,,
1881,comp,eupe,5,3,1.3,0.5,0.00707,,0.00169,,1,2-May-17,,,,,
1882,comp,laca,1,1,1.7,0.2,0.00681,,0.00154,,1,2-May-17,,12,4,4,
1883,comp,laca,1,2,1.3,0.2,0.00388,,0.00102,,1,2-May-17,,,,,
1884,comp,laca,1,3,1.4,0.2,0.00345,,0.00092,,1,2-May-17,,,,,
1885,comp,laca,2,1,1.8,0.2,0.00885,,0.00124,,1,2-May-17,,11,4,3,
1886,comp,laca,2,2,1.2,0.2,0.00308,,0.00058,,1,2-May-17,,,,,
1887,comp,laca,2,3,1.5,0.2,0.00606,,0.0013,,1,2-May-17,,,,,
1888,comp,lowr,1,1,1.4,1.2,0.02999,,0.00469,,1,2-May-17,half of plant used,9,17,13,
1889,comp,lowr,1,2,1.5,1.5,0.03456,,0.00568,,1,2-May-17,,,,,
1890,comp,lowr,1,3,1.8,1.8,0.04364,,0.00709,,1,2-May-17,,,,,
1891,comp,lowr,2,1,2,1.6,0.05152,,0.00717,,1,2-May-17,,13,14,10,
1892,comp,lowr,2,2,1.8,1.9,0.04662,,0.00677,,1,2-May-17,,,,,
1893,comp,lowr,2,3,1.5,1.2,0.02606,,0.00396,,1,2-May-17,,,,,
1894,comp,lowr,3,1,1.5,1.4,0.04311,,0.00681,,1,2-May-17,,10,10,4,
1895,comp,lowr,3,2,1.3,1.2,0.03678,,0.00599,,1,2-May-17,,,,,
1896,comp,lowr,3,3,1.2,1,0.03016,,0.00529,,1,2-May-17,,,,,
1897,comp,lowr,5,1,1.5,1,0.02545,,0.00413,,1,2-May-17,,10,8,7,
1898,comp,lowr,5,2,1,1,0.0229,,0.00336,,1,2-May-17,,,,,
1899,comp,lowr,5,3,1,1.1,0.02055,,0.00384,,1,2-May-17,,,,,
1900,comp,pler,1,1,5.3,0.3,0.02152,,0.00349,,1,2-May-17,,10,4,4,
1901,comp,pler,1,2,5.7,0.3,0.02868,,0.00516,,1,2-May-17,,,,,
1902,comp,pler,1,3,5.3,0.3,0.02671,,0.00485,,1,2-May-17,,,,,
1903,comp,pler,2,1,7.5,0.3,0.03606,,0.00599,,1,2-May-17,,11,5,6,
1904,comp,pler,2,2,7.5,0.2,0.02476,,0.00423,,1,2-May-17,,,,,
1905,comp,pler,2,3,6.6,0.3,0.03313,,0.00546,,1,2-May-17,,,,,
1906,comp,pler,3,1,7.2,0.3,0.03581,,0.00648,,1,2-May-17,,17,5,5,
1907,comp,pler,3,2,7.9,0.3,0.05021,,0.00889,,1,2-May-17,,,,,
1908,comp,pler,3,3,7.2,0.4,0.05508,,0.01109,,1,2-May-17,,,,,
1909,comp,pler,4,1,7.9,0.3,0.03803,,0.00684,,1,2-May-17,,15.5,6,5,
1910,comp,pler,4,2,7.8,0.3,0.03604,,0.00652,,1,2-May-17,,,,,
1911,comp,pler,4,3,7,0.3,0.03028,,0.00546,,1,2-May-17,,,,,
1912,comp,pler,5,1,8,0.3,0.03693,,0.00565,,1,2-May-17,,11,7,6,
1913,comp,pler,5,2,5.5,0.2,0.01703,,0.00269,,1,2-May-17,,,,,
1914,comp,pler,5,3,8.5,0.3,0.05251,,0.00821,,1,2-May-17,leaf has some herbivory,,,,
1915,comp,amme,1,1,6.9,0.1,0.2189,,0.02853,,1,2-May-17,,25,21,26,
1916,comp,amme,1,2,7.5,1,0.22675,,0.03025,,1,2-May-17,,,,,
1917,comp,amme,1,3,5.8,0.9,0.14106,,0.01868,,1,2-May-17,full leaf scan is 40% of plant,,,,
1918,comp,amme,2,1,3,0.4,0.04161,,0.00764,,1,2-May-17,,27,9,11,
1919,comp,amme,2,2,1.9,0.3,0.01534,,0.00321,,1,2-May-17,,,,,
1920,comp,amme,2,3,3.5,0.5,0.045,,0.00876,,1,2-May-17,,,,,
1921,comp,amme,3,1,3.5,1,0.01352,,0.01568,,1,2-May-17,"25% of plant, wet weight less than dry weight! ",40,35,26,
1922,comp,amme,3,2,4.9,1.1,0.171,,0.02644,,1,2-May-17,,,,,
1923,comp,amme,3,3,3.4,1,0.08282,,0.01262,,1,2-May-17,,,,,
1924,comp,amme,4,1,2.7,1,0.06062,,0.01007,,1,2-May-17,��_��__?��_��__ of plant,42,38,35,
1925,comp,amme,4,2,2.4,1,0.05216,,0.00887,,1,2-May-17,,,,,
1926,comp,amme,4,3,3.8,1.2,0.08156,,0.01217,,1,2-May-17,,,,,
1927,comp,amme,5,1,6.4,1.4,0.21558,,0.033,,1,2-May-17,��_��__?��_��__ of plant,60,42,40,
1928,comp,amme,5,2,4.5,1.4,0.13452,,0.02172,,1,2-May-17,,,,,
1929,comp,amme,5,3,4.6,1.2,0.1132,,0.01865,,1,2-May-17,,,,,
1930,comp,saco,1,1,2.2,1,0.04122,,0.00636,,1,2-May-17,,11,5,3,
1931,comp,saco,1,2,2.4,1.3,0.05007,,0.00873,,1,2-May-17,,,,,
1932,comp,saco,1,3,1.5,0.7,0.01391,,0.0023,,1,2-May-17,,,,,
1933,comp,clpu,1,1,1.6,0.2,0.00666,,0.00178,,1,3-May-17,,15,1,1,
1934,comp,clpu,1,2,1.5,0.2,0.0062,,0.00142,,1,3-May-17,,,,,
1935,comp,clpu,1,3,2.1,0.2,0.0101,,0.00259,,1,3-May-17,,,,,
1936,comp,clpu,2,1,2.2,0.4,0.01605,,0.00306,,1,3-May-17,,23,2,2,
1937,comp,clpu,2,2,2.3,0.3,0.01521,,0.00347,,1,3-May-17,,,,,
1938,comp,clpu,2,3,2.3,0.3,0.01505,,0.00318,,1,3-May-17,,,,,
1939,comp,clpu,3,1,2.4,0.4,0.01939,,0.00431,,1,3-May-17,,10,3,2,
1940,comp,clpu,3,2,2.6,0.3,0.02342,,0.00538,,1,3-May-17,,,,,
1941,comp,clpu,3,3,2.4,0.3,0.01918,,0.00427,,1,3-May-17,,,,,
1942,comp,clpu,4,1,3,0.3,0.02076,,0.00492,,1,3-May-17,,16,8,4,
1943,comp,clpu,4,2,2.4,0.3,0.01393,,0.00485,,1,3-May-17,,,,,
1944,comp,clpu,4,3,2.9,0.3,0.0202,,0.00328,,1,3-May-17,,,,,
1945,comp,clbo,1,1,2.1,0.2,0.00668,,0.00124,,1,3-May-17,,21,6,5,
1946,comp,clbo,1,2,2.2,0.4,0.01648,,0.00322,,1,3-May-17,,,,,
1947,comp,clbo,1,3,2.2,0.3,0.01337,,0.00239,,1,3-May-17,,,,,
1948,comp,clbo,2,1,2.8,0.2,0.01285,,0.00252,,1,3-May-17,,21,4,4,
1949,comp,clbo,2,2,2.5,0.2,0.01081,,0.00213,,1,3-May-17,,,,,
1950,comp,clbo,2,3,2.9,0.2,0.01317,,0.00282,,1,3-May-17,,,,,
1951,comp,clbo,3,1,2,0.2,0.1205,,0.00221,,1,3-May-17,,,,,
1952,comp,clbo,3,2,3.1,0.3,0.02086,,0.00475,,1,3-May-17,,30,6,4,
1953,comp,clbo,3,3,2.4,0.2,0.01233,,0.00283,,1,3-May-17,,,,,
1954,comp,saco,2,1,2.2,1.7,0.08738,,0.01431,,1,3-May-17,,8,5,4,
1955,comp,saco,2,2,2.4,1.5,0.07567,,0.01167,,1,3-May-17,,,,,
1956,comp,saco,2,3,2.2,1.3,0.05105,,0.00856,,1,3-May-17,,,,,
1957,comp,saco,3,1,3.2,1.7,0.09354,,0.01355,,1,3-May-17,,14,12,10,
1958,comp,saco,3,2,3.4,2.4,0.15312,,0.02441,,1,3-May-17,,,,,
1959,comp,saco,3,3,2.7,1.3,0.07939,,0.01156,,1,3-May-17,,,,,
1960,comp,saco,4,1,2.9,2.3,0.09245,,0.01714,,1,3-May-17,not a lot of competition around this individual��_��__?��_��__,14,8,4,
1961,comp,saco,4,2,2.4,1.3,0.05421,,0.01092,,1,3-May-17,,,,,
1962,comp,saco,4,3,2.1,1.2,0.05634,,0.0109,,1,3-May-17,,,,,
1963,comp,mica,1,1,1,0.2,0.00189,,0.00059,,1,3-May-17,,8,3,2,
1964,comp,mica,1,2,1,0.2,0.00199,,0.00052,,1,3-May-17,,,,,
1965,comp,mica,1,3,1.1,0.2,0.00226,,0.00078,,1,3-May-17,,,,,
1966,comp,lopu,2,1,1.3,1.6,0.01226,,0.00279,,1,3-May-17,,7,6,2,
1967,comp,lopu,2,2,1.4,1.8,0.01263,,0.00302,,1,3-May-17,,,,,
1968,comp,lopu,2,3,1.3,1.7,0.01184,,0.00297,,1,3-May-17,,,,,
1969,comp,mepo,4,1,1,1.4,0.01445,,0.00447,,1,3-May-17,,8,11,5,
1970,comp,mepo,4,2,1.4,1.7,0.01949,,0.00665,,1,3-May-17,,,,,
1971,comp,mepo,4,3,1.2,1.5,0.02021,,0.00774,,1,3-May-17,,,,,
1972,comp,lowr,4,1,1.7,1.3,0.05629,,0.00837,,1,3-May-17,,10,21,18,
1973,comp,lowr,4,2,1.5,1.2,0.03463,,0.00557,,1,3-May-17,,,,,
1974,comp,lowr,4,3,1.7,1.2,0.0486,,0.00747,,1,3-May-17,,,,,
1975,non_plot,LASE,2,1,10,2,0.19451,,0.0325,,1,10-May-17,,27,16,12,
1976,non_plot,LASE,2,2,11.4,2.6,0.31041,,0.0507,,1,10-May-17,,,,,
1977,non_plot,LASE,2,3,11.5,4.5,0.4886,,0.0705,,1,10-May-17,,,,,
1978,non_plot,lase,3,1,12,4,0.65016,,0.0869,,1,10-May-17,,23,22,5,
1979,non_plot,lase,3,2,11,4.3,0.63336,,0.0779,,1,10-May-17,,,,,
1980,non_plot,lase,3,3,9,4,0.41,,0.0495,,1,10-May-17,,,,,
1981,non_plot,lase,8,1,8,2.2,0.2846,,0.0381,,1,10-May-17,,18,17,8,
1982,non_plot,lase,8,2,9.8,2,0.3344,,0.0485,,1,10-May-17,,,,,
1984,non_plot,lase,5,1,8.5,2.1,0.28351,,0.0436,,1,10-May-17,,23,22,4,
1985,non_plot,lase,5,2,8,2,0.28933,,0.0427,,1,10-May-17,,,,,
1986,non_plot,lase,5,3,9.1,2.2,0.34009,,0.0463,,1,10-May-17,,,,,
1987,non_plot,LASE,1,1,11,2,0.2525,,0.0361,,1,10-May-17,,20,13,2,
1988,non_plot,LASE,1,2,12,2,0.33919,,0.0455,,1,10-May-17,,,,,
1989,non_plot,LASE,1,3,10,2.5,0.33911,,0.0444,,1,10-May-17,,,,,
1990,non_plot,LASE,4,1,12,3,0.37328,,0.0535,,1,10-May-17,,25,23,15,
1991,non_plot,LASE,4,2,12,4.5,0.62959,,0.0899,,1,10-May-17,,,,,
1992,non_plot,LASE,4,3,12,4,0.56232,,0.0776,,1,10-May-17,,,,,
1993,non_plot,LASE,6,1,12,2.5,0.30315,,0.0484,,1,10-May-17,,20,17,11,
1994,non_plot,LASE,6,2,13,4,0.47805,,0.0782,,1,10-May-17,,,,,
1995,non_plot,LASE,6,3,11,4,0.51852,,0.0782,,1,10-May-17,,,,,
1996,non_plot,LASE,7,1,8,1.5,0.12407,,0.0201,,1,10-May-17,,14,10,4,
1997,non_plot,LASE,7,2,9,2,0.20081,,0.0245,,1,10-May-17,,,,,
1998,non_plot,LASE,7,3,8,2.5,0.24869,,0.033,,1,10-May-17,,,,,
1999,non_plot,AVFA,1,1,14,1,0.12854,,0.0307,,1,10-May-17,,58,8,8,
2000,non_plot,AVFA,1,2,15,1,0.14693,,0.0404,,1,10-May-17,,,,,
2001,non_plot,AVFA,1,3,15,1,0.16406,,0.0477,,1,10-May-17,,,,,
2002,non_plot,AVFA,2,1,11,1,0.09053,,0.0179,,1,10-May-17,,50,7,7,
2003,non_plot,AVFA,2,2,15,1,0.21475,,0.0512,,1,10-May-17,,,,,
2004,non_plot,AVFA,2,3,13,1,0.18192,,0.0421,,1,10-May-17,,,,,
2005,non_plot,AVFA,4,1,20,1.5,0.28262,,0.0638,,1,10-May-17,,66,21,17,
2006,non_plot,AVFA,4,2,16,2.5,0.20041,,0.0456,,1,10-May-17,,,,,
2007,non_plot,AVFA,4,3,24,1.5,0.41683,,0.0968,,1,10-May-17,,,,,
2008,non_plot,AVFA,3,1,14,1,0.12886,,0.0315,,1,10-May-17,,69,26,13,
2009,non_plot,AVFA,3,2,18,1.2,0.24507,,0.0676,,1,10-May-17,,,,,
2010,non_plot,AVFA,3,3,15,1,0.14542,,0.0361,,1,10-May-17,,,,,
2011,non_plot,AVFA,5,1,15,1,0.16028,,0.0404,,1,10-May-17,,50,19,15,
2012,non_plot,AVFA,5,2,20,1,0.19825,,0.0528,,1,10-May-17,,,,,
2013,non_plot,AVFA,5,3,14,1,0.1209,,0.0319,,1,10-May-17,,,,,
2014,non_plot,AVFA,6,1,17,1,0.18532,,0.0437,,1,10-May-17,,52,13,20,
2015,non_plot,AVFA,6,2,15,1,0.15071,,0.0359,,1,10-May-17,,,,,
2016,non_plot,AVFA,6,3,17,1,0.18116,,0.0427,,1,10-May-17,,,,,
2017,non_plot,AVFA,7,1,16,1,0.17757,,0.0384,,1,10-May-17,,70,25,17,
2018,non_plot,AVFA,7,2,17,1,0.2663,,0.0693,,1,10-May-17,,,,,
2019,non_plot,AVFA,7,3,13,1,0.12792,,0.0262,,1,10-May-17,,,,,
2020,non_plot,AVFA,8,1,13,1,0.11586,,0.0287,,1,10-May-17,,59,20,13,
2021,non_plot,AVFA,8,2,11,1,0.08277,,0.0197,,1,10-May-17,,,,,
2022,non_plot,AVFA,8,3,18,1.5,0.36991,,0.092,,1,10-May-17,,,,,
2023,non_plot,LOMU,2,1,10.5,0.3,0.04439,,0.0108,,1,10-May-17,,22,19,16,
2024,non_plot,LOMU,2,2,8.4,0.4,0.05541,,0.0144,,1,10-May-17,,,,,
2025,non_plot,LOMU,2,3,7.4,0.4,0.04182,,0.0103,,1,10-May-17,,,,,
2026,non_plot,LOMU,1,1,7,0.5,0.04818,,0.0133,,1,10-May-17,,30,25,25,
2027,non_plot,LOMU,1,2,6,0.5,0.04197,,0.0114,,1,10-May-17,,,,,
2028,non_plot,LOMU,1,3,7,0.5,0.04963,,0.0135,,1,10-May-17,,,,,
2029,non_plot,LOMU,3,1,7,0.6,0.04903,,0.015,,1,10-May-17,,25,20,9,
2030,non_plot,LOMU,3,2,7,0.7,0.06352,,0.0178,,1,10-May-17,,,,,
2031,non_plot,LOMU,3,3,6,0.5,0.03944,,0.0101,,1,10-May-17,,,,,
2032,non_plot,LOMU,4,1,6.5,0.5,0.041,,0.0112,,1,10-May-17,,25,22,13,
2033,non_plot,LOMU,4,2,7,0.5,0.03616,,0.0109,,1,10-May-17,,,,,
2034,non_plot,LOMU,4,3,8,0.5,0.04055,,0.0107,,1,10-May-17,,,,,
2035,non_plot,LOMU,5,1,8,0.7,0.07736,,0.0263,,1,10-May-17,senescing,52,27,24,
2036,non_plot,LOMU,5,2,6.5,0.5,0.03177,,0.0106,,1,10-May-17,,,,,
2037,non_plot,LOMU,5,3,7.5,0.5,0.0386,,0.0142,,1,10-May-17,,,,,
2038,non_plot,LOMU,6,1,12,0.5,0.10325,,0.0262,,1,10-May-17,,33,14,19,
2039,non_plot,LOMU,6,2,7.5,0.5,0.04324,,0.0122,,1,10-May-17,,,,,
2040,non_plot,LOMU,6,3,7,0.5,0.06317,,0.0209,,1,10-May-17,,,,,
2041,non_plot,LOMU,7,1,6,0.5,0.04232,,0.0096,,1,10-May-17,,33,19,23,
2042,non_plot,LOMU,7,2,6.5,0.5,0.03207,,0.0073,,1,10-May-17,,,,,
2043,non_plot,LOMU,7,3,10,0.5,0.07338,,0.0188,,1,10-May-17,,,,,
2044,non_plot,LOMU,8,1,8.5,0.5,0.0319,,0.0077,,1,10-May-17,,38,10,8,
2045,non_plot,LOMU,8,2,13,0.5,0.07663,,0.0193,,1,10-May-17,,,,,
2046,non_plot,LOMU,8,3,5.5,0.5,0.01929,,0.0045,,1,10-May-17,,,,,
2047,non_plot,Carduus pycnocephala,1,1,11,6,0.4881,,0.0567,,1,11-May-17,,46,16,14,
2048,non_plot,Carduus pycnocephala,1,2,6,5,0.29219,,0.0422,,1,11-May-17,,,,,
2049,non_plot,Carduus pycnocephala,1,3,8,6,0.39499,,0.0557,,1,11-May-17,,,,,
2050,non_plot,Carduus pycnocephala,2,1,10,7,0.83688,,0.1131,,1,11-May-17,,67,20,22,
2051,non_plot,Carduus pycnocephala,2,2,9,6,0.50083,,0.0776,,1,11-May-17,,,,,
2052,non_plot,Carduus pycnocephala,2,3,7,5,0.34855,,0.0577,,1,11-May-17,,,,,
2053,non_plot,Carduus pycnocephala,3,1,12,7,1.01212,,0.1261,,1,11-May-17,,87,30,19,
2054,non_plot,Carduus pycnocephala,3,2,13,7,1.15932,,0.1495,,1,11-May-17,,,,,
2055,non_plot,Carduus pycnocephala,3,3,6,4,0.2732,,0.0437,,1,11-May-17,,,,,
2056,non_plot,Carduus pycnocephala,4,1,11,7,0.67873,,0.0792,,1,11-May-17,,61,24,14,
2057,non_plot,Carduus pycnocephala,4,2,10,6,0.51458,,0.0657,,1,11-May-17,,,,,
2058,non_plot,Carduus pycnocephala,4,3,9,6,0.43677,,0.0587,,1,11-May-17,,,,,
2059,non_plot,Carduus pycnocephala,5,1,11,6,0.667,,0.0824,,1,11-May-17,,61,23,12,
2060,non_plot,Carduus pycnocephala,5,2,10,6,0.51901,,0.0673,,1,11-May-17,,,,,
2061,non_plot,Carduus pycnocephala,5,3,7,4,0.26531,,0.0397,,1,11-May-17,,,,,
2062,non_plot,Carduus pycnocephala,9,1,12,7,1.1741,,0.1623,,1,11-May-17,,58,19,20,
2063,non_plot,Carduus pycnocephala,9,2,12,6,0.7918,,0.1191,,1,11-May-17,,,,,
2064,non_plot,Carduus pycnocephala,6,1,11,7,0.72318,,0.087,,1,11-May-17,,65,24,18,
2065,non_plot,Carduus pycnocephala,6,2,9,6,0.47839,,0.0637,,1,11-May-17,,,,,
2066,non_plot,Carduus pycnocephala,6,3,6,4,0.21849,,0.034,,1,11-May-17,,,,,
2067,non_plot,Carduus pycnocephala,7,1,11,6,0.77951,,0.0886,,1,11-May-17,,56,20,18,
2068,non_plot,Carduus pycnocephala,7,2,12,7,0.9483,,0.1158,,1,11-May-17,,,,,
2069,non_plot,Carduus pycnocephala,7,3,10,5,0.63474,,0.0816,,1,11-May-17,,,,,
2070,non_plot,Carduus pycnocephala,8,1,14,8,1.37773,,0.2,,1,11-May-17,,94,20,23,
2071,non_plot,Carduus pycnocephala,8,2,12,8,1.17208,,0.1819,,1,11-May-17,,,,,
2072,non_plot,Carduus pycnocephala,8,3,10,6,0.72319,,0.1269,,1,11-May-17,,,,,
2073,comp,vuma,2,1,5.5,0.2,0.01889,,,,1,11-May-17,,41,5,5,
2074,comp,vuma,2,2,4.4,0.2,0.00838,,,,1,11-May-17,,,,,
2075,comp,vuma,2,3,6,0.2,0.01656,,,,1,11-May-17,,,,,
2076,comp,vuma,3,1,6.5,0.2,0.0122,,,,1,11-May-17,,41,7,5,
2077,comp,vuma,3,2,5.5,0.2,0.01203,,,,1,11-May-17,,,,,
2078,comp,vuma,3,3,6,0.2,0.01633,,,,1,11-May-17,,,,,
2079,comp,vuma,4,1,5,0.2,0.01126,,,,1,11-May-17,,31,7,5,
2080,comp,vuma,4,2,5,0.2,0.0112,,,,1,11-May-17,,,,,
2081,comp,vuma,4,3,4.2,0.2,0.00714,,,,1,11-May-17,,,,,
2082,comp,vuma,5,1,6,0.2,0.01469,,,,1,11-May-17,,40,7,5,
2083,comp,vuma,5,2,6.5,0.2,0.01716,,,,1,11-May-17,,,,,
2084,comp,vuma,5,3,2.5,0.2,0.00411,,,,1,11-May-17,,,,,
2085,comp,lopu,3,1,2,2.5,0.02279,,NA,,1,11-May-17,,15,20,14,
2086,comp,lopu,3,2,3,2.5,0.03556,,NA,,1,11-May-17,,,,,
2087,comp,lopu,3,3,3,2.5,0.03994,,NA,,1,11-May-17,,,,,
2088,comp,lopu,4,1,2.5,2.5,0.05253,,NA,,1,11-May-17,,15,14,10,
2089,comp,lopu,4,2,2,3,0.06307,,NA,,1,11-May-17,,,,,
2090,comp,lopu,4,3,3,3,0.06658,,NA,,1,11-May-17,,,,,
2091,comp,lopu,5,1,3,2.5,0.06113,,NA,,1,11-May-17,,16,27,21,
2092,comp,lopu,5,2,3,2.5,0.06455,,NA,,1,11-May-17,,,,,
2093,comp,lopu,5,3,3,2.5,0.04244,,NA,,1,11-May-17,,,,,
2094,comp,CLBO,4,1,1.5,0.1,0.00513,,,,1,11-May-17,,15,2,1,
2095,comp,CLBO,4,2,1.5,0.1,0.00499,,,,1,11-May-17,,,,,
2096,comp,CLBO,4,3,1.5,0.1,0.00467,,,,1,11-May-17,,,,,
2097,comp,CLBO,5,1,2.1,0.2,0.00672,,,,1,11-May-17,,20,2,2,
2098,comp,CLBO,5,2,2.2,0.2,0.00702,,,,1,11-May-17,,,,,
2099,comp,CLBO,5,3,2.1,0.2,0.00639,,,,1,11-May-17,,,,,
2100,comp,ceme,1,1,4,0.7,0.05913,,0.00841,,1,11-May-17,,18,8,5,
2101,comp,ceme,1,2,5,1,0.07316,,0.0103,,1,11-May-17,,,,,
2102,comp,ceme,1,3,5,1.2,0.06303,,0.00891,,1,11-May-17,,,,,
2103,comp,ceme,2,1,8,2,0.3022,,0.04175,,1,11-May-17,,57,17,5,
2104,comp,ceme,2,2,6.5,1.5,0.21943,,0.03219,,1,11-May-17,,,,,
2105,comp,ceme,2,3,5.4,1.6,0.12705,,0.02117,,1,11-May-17,,,,,
2106,comp,ceme,3,1,6.5,1.4,0.16291,,0.02242,,1,11-May-17,,31,13,16,
2107,comp,ceme,3,2,6,1.7,0.14694,,0.02144,,1,11-May-17,,,,,
2108,comp,ceme,3,3,4.5,1.2,0.07903,,0.01109,,1,11-May-17,,,,,
2109,comp,ceme,4,1,5.5,0.7,0.08328,,0.01412,,1,11-May-17,,19,9,9,
2110,comp,ceme,4,2,5.5,0.9,0.07964,,0.01237,,1,11-May-17,,,,,
2111,comp,ceme,4,3,6,1,0.0836,,0.01303,,1,11-May-17,,,,,
2112,comp,ceme,5,1,6,1.1,0.11955,,0.01806,,1,11-May-17,,27,9,9,
2113,comp,ceme,5,2,6.3,1.2,0.11208,,0.01848,,1,11-May-17,,,,,
2114,comp,ceme,5,3,5.2,1.2,0.09821,,0.0161,,1,11-May-17,,,,,
2115,non_plot,NAPU,1,1,31,0.3,0.1745,,0.0771,,1,11-May-17,,81,19,16,
