sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,,,,
1941,comp,clpu,3,3,2.4,0.3,0.01918,,0.00427,,3-May-17,,,,,
1942,comp,clpu,4,1,3,0.3,0.02076,,0.00492,,3-May-17,,16,8,4,
1943,comp,clpu,4,2,2.4,0.3,0.01393,,0.00485,,3-May-17,,,,,
1944,comp,clpu,4,3,2.9,0.3,0.0202,,0.00328,,3-May-17,,,,,
1945,comp,clbo,1,1,2.1,0.2,0.00668,,0.00124,,3-May-17,,21,6,5,
1946,comp,clbo,1,2,2.2,0.4,0.01648,,0.00322,,3-May-17,,,,,
1947,comp,clbo,1,3,2.2,0.3,0.01337,,0.00239,,3-May-17,,,,,
1948,comp,clbo,2,1,2.8,0.2,0.01285,,0.00252,,3-May-17,,21,4,4,
1949,comp,clbo,2,2,2.5,0.2,0.01081,,0.00213,,3-May-17,,,,,
1950,comp,clbo,2,3,2.9,0.2,0.01317,,0.00282,,3-May-17,,,,,
1951,comp,clbo,3,1,2,0.2,0.1205,,0.00221,,3-May-17,,,,,
1952,comp,clbo,3,2,3.1,0.3,0.02086,,0.00475,,3-May-17,,30,6,4,
1953,comp,clbo,3,3,2.4,0.2,0.01233,,0.00283,,3-May-17,,,,,
1954,comp,saco,2,1,2.2,1.7,0.08738,,0.01431,,3-May-17,,8,5,4,
1955,comp,saco,2,2,2.4,1.5,0.07567,,0.01167,,3-May-17,,,,,
1956,comp,saco,2,3,2.2,1.3,0.05105,,0.00856,,3-May-17,,,,,
1957,comp,saco,3,1,3.2,1.7,0.09354,,0.01355,,3-May-17,,14,12,10,
1958,comp,saco,3,2,3.4,2.4,0.15312,,0.02441,,3-May-17,,,,,
1959,comp,saco,3,3,2.7,1.3,0.07939,,0.01156,,3-May-17,,,,,
1960,comp,saco,4,1,2.9,2.3,0.09245,,0.01714,,3-May-17,not a lot of competition around this individual•À_•À__?•À_•À__,14,8,4,
1961,comp,saco,4,2,2.4,1.3,0.05421,,0.01092,,3-May-17,,,,,
1962,comp,saco,4,3,2.1,1.2,0.05634,,0.0109,,3-May-17,,,,,
1963,comp,mica,1,1,1,0.2,0.00189,,0.00059,,3-May-17,,8,3,2,
1964,comp,mica,1,2,1,0.2,0.00199,,0.00052,,3-May-17,,,,,
1965,comp,mica,1,3,1.1,0.2,0.00226,,0.00078,,3-May-17,,,,,
1966,comp,lopu,2,1,1.3,1.6,0.01226,,0.00279,,3-May-17,,7,6,2,
1967,comp,lopu,2,2,1.4,1.8,0.01263,,0.00302,,3-May-17,,,,,
1968,comp,lopu,2,3,1.3,1.7,0.01184,,0.00297,,3-May-17,,,,,
1969,comp,mepo,4,1,1,1.4,0.01445,,0.00447,,3-May-17,,8,11,5,
1970,comp,mepo,4,2,1.4,1.7,0.01949,,0.00665,,3-May-17,,,,,
1971,comp,mepo,4,3,1.2,1.5,0.02021,,0.00774,,3-May-17,,,,,
1972,comp,lowr,4,1,1.7,1.3,0.05629,,0.00837,,3-May-17,,10,21,18,
1973,comp,lowr,4,2,1.5,1.2,0.03463,,0.00557,,3-May-17,,,,,
1974,comp,lowr,4,3,1.7,1.2,0.0486,,0.00747,,3-May-17,,,,,
1975,non_plot,LASE,2,1,10,2,0.19451,,0.0325,,10-May-17,,27,16,12,
1976,non_plot,LASE,2,2,11.4,2.6,0.31041,,0.0507,,10-May-17,,,,,
1977,non_plot,LASE,2,3,11.5,4.5,0.4886,,0.0705,,10-May-17,,,,,
1978,non_plot,lase,3,1,12,4,0.65016,,0.0869,,10-May-17,,23,22,5,
1979,non_plot,lase,3,2,11,4.3,0.63336,,0.0779,,10-May-17,,,,,
1980,non_plot,lase,3,3,9,4,0.41,,0.0495,,10-May-17,,,,,
1981,non_plot,lase,8,1,8,2.2,0.2846,,0.0381,,10-May-17,,18,17,8,
1982,non_plot,lase,8,2,9.8,2,0.3344,,0.0485,,10-May-17,,,,,
1983,non_plot,lase,8,3,NA,NA,NA,,,,10-May-17,,,,,
1984,non_plot,lase,5,1,8.5,2.1,0.28351,,0.0436,,10-May-17,,23,22,4,
1985,non_plot,lase,5,2,8,2,0.28933,,0.0427,,10-May-17,,,,,
1986,non_plot,lase,5,3,9.1,2.2,0.34009,,0.0463,,10-May-17,,,,,
1987,non_plot,LASE,1,1,11,2,0.2525,,0.0361,,10-May-17,,20,13,2,
1988,non_plot,LASE,1,2,12,2,0.33919,,0.0455,,10-May-17,,,,,
1989,non_plot,LASE,1,3,10,2.5,0.33911,,0.0444,,10-May-17,,,,,
1990,non_plot,LASE,4,1,12,3,0.37328,,0.0535,,10-May-17,,25,23,15,
1991,non_plot,LASE,4,2,12,4.5,0.62959,,0.0899,,10-May-17,,,,,
1992,non_plot,LASE,4,3,12,4,0.56232,,0.0776,,10-May-17,,,,,
1993,non_plot,LASE,6,1,12,2.5,0.30315,,0.0484,,10-May-17,,20,17,11,
1994,non_plot,LASE,6,2,13,4,0.47805,,0.0782,,10-May-17,,,,,
1995,non_plot,LASE,6,3,11,4,0.51852,,0.0782,,10-May-17,,,,,
1996,non_plot,LASE,7,1,8,1.5,0.12407,,0.0201,,10-May-17,,14,10,4,
1997,non_plot,LASE,7,2,9,2,0.20081,,0.0245,,10-May-17,,,,,
1998,non_plot,LASE,7,3,8,2.5,0.24869,,0.033,,10-May-17,,,,,
1999,non_plot,AVFA,1,1,14,1,0.12854,,0.0307,,10-May-17,,58,8,8,
2000,non_plot,AVFA,1,2,15,1,0.14693,,0.0404,,10-May-17,,,,,
2001,non_plot,AVFA,1,3,15,1,0.16406,,0.0477,,10-May-17,,,,,
2002,non_plot,AVFA,2,1,11,1,0.09053,,0.0179,,10-May-17,,50,7,7,
2003,non_plot,AVFA,2,2,15,1,0.21475,,0.0512,,10-May-17,,,,,
2004,non_plot,AVFA,2,3,13,1,0.18192,,0.0421,,10-May-17,,,,,
2005,non_plot,AVFA,4,1,20,1.5,0.28262,,0.0638,,10-May-17,,66,21,17,
2006,non_plot,AVFA,4,2,16,2.5,0.20041,,0.0456,,10-May-17,,,,,
2007,non_plot,AVFA,4,3,24,1.5,0.41683,,0.0968,,10-May-17,,,,,
2008,non_plot,AVFA,3,1,14,1,0.12886,,0.0315,,10-May-17,,69,26,13,
2009,non_plot,AVFA,3,2,18,1.2,0.24507,,0.0676,,10-May-17,,,,,
2010,non_plot,AVFA,3,3,15,1,0.14542,,0.0361,,10-May-17,,,,,
2011,non_plot,AVFA,5,1,15,1,0.16028,,0.0404,,10-May-17,,50,19,15,
2012,non_plot,AVFA,5,2,20,1,0.19825,,0.0528,,10-May-17,,,,,
2013,non_plot,AVFA,5,3,14,1,0.1209,,0.0319,,10-May-17,,,,,
2014,non_plot,AVFA,6,1,17,1,0.18532,,0.0437,,10-May-17,,52,13,20,
2015,non_plot,AVFA,6,2,15,1,0.15071,,0.0359,,10-May-17,,,,,
2016,non_plot,AVFA,6,3,17,1,0.18116,,0.0427,,10-May-17,,,,,
2017,non_plot,AVFA,7,1,16,1,0.17757,,0.0384,,10-May-17,,70,25,17,
2018,non_plot,AVFA,7,2,17,1,0.2663,,0.0693,,10-May-17,,,,,
2019,non_plot,AVFA,7,3,13,1,0.12792,,0.0262,,10-May-17,,,,,
2020,non_plot,AVFA,8,1,13,1,0.11586,,0.0287,,10-May-17,,59,20,13,
2021,non_plot,AVFA,8,2,11,1,0.08277,,0.0197,,10-May-17,,,,,
2022,non_plot,AVFA,8,3,18,1.5,0.36991,,0.092,,10-May-17,,,,,
2023,non_plot,LOMU,2,1,10.5,0.3,0.04439,,0.0108,,10-May-17,,22,19,16,
2024,non_plot,LOMU,2,2,8.4,0.4,0.05541,,0.0144,,10-May-17,,,,,
2025,non_plot,LOMU,2,3,7.4,0.4,0.04182,,0.0103,,10-May-17,,,,,
2026,non_plot,LOMU,1,1,7,0.5,0.04818,,0.0133,,10-May-17,,30,25,25,
2027,non_plot,LOMU,1,2,6,0.5,0.04197,,0.0114,,10-May-17,,,,,
2028,non_plot,LOMU,1,3,7,0.5,0.04963,,0.0135,,10-May-17,,,,,
2029,non_plot,LOMU,3,1,7,0.6,0.04903,,0.015,,10-May-17,,25,20,9,
2030,non_plot,LOMU,3,2,7,0.7,0.06352,,0.0178,,10-May-17,,,,,
2031,non_plot,LOMU,3,3,6,0.5,0.03944,,0.0101,,10-May-17,,,,,
2032,non_plot,LOMU,4,1,6.5,0.5,0.041,,0.0112,,10-May-17,,25,22,13,
2033,non_plot,LOMU,4,2,7,0.5,0.03616,,0.0109,,10-May-17,,,,,
2034,non_plot,LOMU,4,3,8,0.5,0.04055,,0.0107,,10-May-17,,,,,
2035,non_plot,LOMU,5,1,8,0.7,0.07736,,0.0263,,10-May-17,senescing,52,27,24,
2036,non_plot,LOMU,5,2,6.5,0.5,0.03177,,0.0106,,10-May-17,,,,,
2037,non_plot,LOMU,5,3,7.5,0.5,0.0386,,0.0142,,10-May-17,,,,,
2038,non_plot,LOMU,6,1,12,0.5,0.10325,,0.0262,,10-May-17,,33,14,19,
2039,non_plot,LOMU,6,2,7.5,0.5,0.04324,,0.0122,,10-May-17,,,,,
2040,non_plot,LOMU,6,3,7,0.5,0.06317,,0.0209,,10-May-17,,,,,
2041,non_plot,LOMU,7,1,6,0.5,0.04232,,0.0096,,10-May-17,,33,19,23,
2042,non_plot,LOMU,7,2,6.5,0.5,0.03207,,0.0073,,10-May-17,,,,,
2043,non_plot,LOMU,7,3,10,0.5,0.07338,,0.0188,,10-May-17,,,,,
2044,non_plot,LOMU,8,1,8.5,0.5,0.0319,,0.0077,,10-May-17,,38,10,8,
2045,non_plot,LOMU,8,2,13,0.5,0.07663,,0.0193,,10-May-17,,,,,
2046,non_plot,LOMU,8,3,5.5,0.5,0.01929,,0.0045,,10-May-17,,,,,
2047,non_plot,Carduus pycnocephala,1,1,11,6,0.4881,,0.0567,,11-May-17,,46,16,14,
2048,non_plot,Carduus pycnocephala,1,2,6,5,0.29219,,0.0422,,11-May-17,,,,,
2049,non_plot,Carduus pycnocephala,1,3,8,6,0.39499,,0.0557,,11-May-17,,,,,
2050,non_plot,Carduus pycnocephala,2,1,10,7,0.83688,,0.1131,,11-May-17,,67,20,22,
2051,non_plot,Carduus pycnocephala,2,2,9,6,0.50083,,0.0776,,11-May-17,,,,,
2052,non_plot,Carduus pycnocephala,2,3,7,5,0.34855,,0.0577,,11-May-17,,,,,
2053,non_plot,Carduus pycnocephala,3,1,12,7,1.01212,,0.1261,,11-May-17,,87,30,19,
2054,non_plot,Carduus pycnocephala,3,2,13,7,1.15932,,0.1495,,11-May-17,,,,,
2055,non_plot,Carduus pycnocephala,3,3,6,4,0.2732,,0.0437,,11-May-17,,,,,
2056,non_plot,Carduus pycnocephala,4,1,11,7,0.67873,,0.0792,,11-May-17,,61,24,14,
2057,non_plot,Carduus pycnocephala,4,2,10,6,0.51458,,0.0657,,11-May-17,,,,,
2058,non_plot,Carduus pycnocephala,4,3,9,6,0.43677,,0.0587,,11-May-17,,,,,
2059,non_plot,Carduus pycnocephala,5,1,11,6,0.667,,0.0824,,11-May-17,,61,23,12,
2060,non_plot,Carduus pycnocephala,5,2,10,6,0.51901,,0.0673,,11-May-17,,,,,
2061,non_plot,Carduus pycnocephala,5,3,7,4,0.26531,,0.0397,,11-May-17,,,,,
2062,non_plot,Carduus pycnocephala,5.1,1,12,7,1.1741,,0.1623,,11-May-17,,58,19,20,
2063,non_plot,Carduus pycnocephala,5.1,2,12,6,0.7918,,0.1191,,11-May-17,,,,,
2064,non_plot,Carduus pycnocephala,6,1,11,7,0.72318,,0.087,,11-May-17,,65,24,18,
2065,non_plot,Carduus pycnocephala,6,2,9,6,0.47839,,0.0637,,11-May-17,,,,,
2066,non_plot,Carduus pycnocephala,6,3,6,4,0.21849,,0.034,,11-May-17,,,,,
2067,non_plot,Carduus pycnocephala,7,1,11,6,0.77951,,0.0886,,11-May-17,,56,20,18,
2068,non_plot,Carduus pycnocephala,7,2,12,7,0.9483,,0.1158,,11-May-17,,,,,
2069,non_plot,Carduus pycnocephala,7,3,10,5,0.63474,,0.0816,,11-May-17,,,,,
2070,non_plot,Carduus pycnocephala,8,1,14,8,1.37773,,0.1024,,11-May-17,,94,20,23,
2071,non_plot,Carduus pycnocephala,8,2,12,8,1.17208,,0.019,,11-May-17,,,,,
2072,non_plot,Carduus pycnocephala,8,3,10,6,0.72319,,0.0379,,11-May-17,,,,,
2073,comp,vuma,2,1,5.5,0.2,0.01889,,,,11-May-17,,41,5,5,
2074,comp,vuma,2,2,4.4,0.2,0.00838,,,,11-May-17,,,,,
2075,comp,vuma,2,3,6,0.2,0.01656,,,,11-May-17,,,,,
2076,comp,vuma,3,1,6.5,0.2,0.0122,,,,11-May-17,,41,7,5,
2077,comp,vuma,3,2,5.5,0.2,0.01203,,,,11-May-17,,,,,
2078,comp,vuma,3,3,6,0.2,0.01633,,,,11-May-17,,,,,
2079,comp,vuma,4,1,5,0.2,0.01126,,,,11-May-17,,31,7,5,
2080,comp,vuma,4,2,5,0.2,0.0112,,,,11-May-17,,,,,
2081,comp,vuma,4,3,4.2,0.2,0.00714,,,,11-May-17,,,,,
2082,comp,vuma,5,1,6,0.2,0.01469,,,,11-May-17,,40,7,5,
2083,comp,vuma,5,2,6.5,0.2,0.01716,,,,11-May-17,,,,,
2084,comp,vuma,5,3,2.5,0.2,0.00411,,,,11-May-17,,,,,
2085,comp,lopu,3,1,2,2.5,0.02279,,NA,,11-May-17,,15,20,14,
2086,comp,lopu,3,2,3,2.5,0.03556,,NA,,11-May-17,,,,,
2087,comp,lopu,3,3,3,2.5,0.03994,,NA,,11-May-17,,,,,
2088,comp,lopu,4,1,2.5,2.5,0.05253,,NA,,11-May-17,,15,14,10,
2089,comp,lopu,4,2,2,3,0.06307,,NA,,11-May-17,,,,,
2090,comp,lopu,4,3,3,3,0.06658,,NA,,11-May-17,,,,,
2091,comp,lopu,5,1,3,2.5,0.06113,,NA,,11-May-17,,16,27,21,
2092,comp,lopu,5,2,3,2.5,0.06455,,NA,,11-May-17,,,,,
2093,comp,lopu,5,3,3,2.5,0.04244,,NA,,11-May-17,,,,,
2094,comp,CLBO,4,1,1.5,0.1,0.00513,,,,11-May-17,,15,2,1,
2095,comp,CLBO,4,2,1.5,0.1,0.00499,,,,11-May-17,,,,,
2096,comp,CLBO,4,3,1.5,0.1,0.00467,,,,11-May-17,,,,,
2097,comp,CLBO,5,1,2.1,0.2,0.00672,,,,11-May-17,,20,2,2,
2098,comp,CLBO,5,2,2.2,0.2,0.00702,,,,11-May-17,,,,,
2099,comp,CLBO,5,3,2.1,0.2,0.00639,,,,11-May-17,,,,,
2100,comp,ceme,1,1,4,0.7,0.05913,,0.00841,,11-May-17,,18,8,5,
2101,comp,ceme,1,2,5,1,0.07316,,0.0103,,11-May-17,,,,,
2102,comp,ceme,1,3,5,1.2,0.06303,,0.00891,,11-May-17,,,,,
2103,comp,ceme,2,1,8,2,0.3022,,0.04175,,11-May-17,,57,17,5,
2104,comp,ceme,2,2,6.5,1.5,0.21943,,0.03219,,11-May-17,,,,,
2105,comp,ceme,2,3,5.4,1.6,0.12705,,0.02117,,11-May-17,,,,,
2106,comp,ceme,3,1,6.5,1.4,0.16291,,0.02242,,11-May-17,,31,13,16,
2107,comp,ceme,3,2,6,1.7,0.14694,,0.02144,,11-May-17,,,,,
2108,comp,ceme,3,3,4.5,1.2,0.07903,,0.01109,,11-May-17,,,,,
2109,comp,ceme,4,1,5.5,0.7,0.08328,,0.01412,,11-May-17,,19,9,9,
2110,comp,ceme,4,2,5.5,0.9,0.07964,,0.01237,,11-May-17,,,,,
2111,comp,ceme,4,3,6,1,0.0836,,0.01303,,11-May-17,,,,,
2112,comp,ceme,5,1,6,1.1,0.11955,,0.01806,,11-May-17,,27,9,9,
2113,comp,ceme,5,2,6.3,1.2,0.11208,,0.01848,,11-May-17,,,,,
2114,comp,ceme,5,3,5.2,1.2,0.09821,,0.0161,,11-May-17,,,,,
2115,non_plot,NAPU,1,1,31,0.3,0.1745,,0.0771,,11-May-17,,81,19,16,
2116,non_plot,NAPU,1,2,25,0.4,0.11877,,0.0538,,11-May-17,,,,,
2117,non_plot,NAPU,1,3,14,0.3,0.05605,,0.0273,,11-May-17,,,,,
2118,non_plot,NAPU,2,1,23,0.5,0.15977,,0.069,,11-May-17,,87,21,15,
2119,non_plot,NAPU,2,2,11,0.5,0.09127,,0.0425,,11-May-17,,,,,
2120,non_plot,NAPU,2,3,19,0.5,0.09846,,0.0476,,11-May-17,,,,,
2121,non_plot,NAPU,4,1,17,0.7,0.08003,,0.0417,,11-May-17,,71,26,17,
2122,non_plot,NAPU,4,2,11,0.4,0.08344,,0.0398,,11-May-17,,,,,
2123,non_plot,NAPU,4,3,14,0.4,0.06128,,0.0285,,11-May-17,,,,,
2124,non_plot,NAPU,5,1,13,0.5,0.05834,,0.03,,11-May-17,,49,16,11,
2125,non_plot,NAPU,5,2,23,0.5,0.13448,,0.0587,,11-May-17,,,,,
2126,non_plot,NAPU,5,3,18,0.6,0.13649,,0.0647,,11-May-17,,,,,
2127,non_plot,NAPU,3,1,19,0.5,0.09773,,0.0416,,11-May-17,,89,24,21,
2128,non_plot,NAPU,3,2,17,0.4,0.06248,,0.0283,,11-May-17,,,,,
2129,non_plot,NAPU,3,3,21,0.5,0.13599,,0.0556,,11-May-17,,,,,
2130,non_plot,NAPU,6,1,25,0.4,0.11895,,0.058,,11-May-17,split full plant in half ,83,40,22,
2131,non_plot,NAPU,6,2,32,0.4,0.19112,,0.0858,,11-May-17,,,,,
2132,non_plot,NAPU,6,3,34,0.4,0.12794,,0.0514,,11-May-17,,,,,
2133,non_plot,NAPU,7,1,26,0.5,0.14292,,0.0655,,11-May-17,,93,22,21,
2134,non_plot,NAPU,7,2,27,0.4,0.13321,,0.0622,,11-May-17,,,,,
2135,non_plot,NAPU,7,3,30,0.4,0.19771,,0.086,,11-May-17,,,,,
2136,non_plot,NAPU,8,1,39,0.4,0.22525,,0.1024,,11-May-17,,85,10,34,
2137,non_plot,NAPU,8,2,14,0.3,0.05705,,0.019,,11-May-17,,,,,
2138,non_plot,NAPU,8,3,27,0.3,0.08534,,0.0379,,11-May-17,,,,,
2139,non_plot,Chlorogallum pomeridianum,1,1,28,1.2,1.05035,,0.2212,,12-May-17,attached to root,28,44,27,
2140,non_plot,Chlorogallum pomeridianum,1,2,20,1.6,1.02384,,0.2016,,12-May-17,,,,,
2141,non_plot,Chlorogallum pomeridianum,1,3,23,1.5,1.07704,,0.2047,,12-May-17,,,,,
2142,non_plot,Chlorogallum pomeridianum,2,1,31,1.5,1.2959,,0.2617,,12-May-17,attached to root,40,30,9,
2143,non_plot,Chlorogallum pomeridianum,2,2,16,1.5,0.92006,,0.1663,,12-May-17,,,,,
2144,non_plot,Chlorogallum pomeridianum,2,3,16,1.5,1.01925,,0.1611,,12-May-17,,,,,
2145,non_plot,Chlorogallum pomeridianum,3,1,20,1.3,0.73267,,0.1518,,12-May-17,,25,22,10,
2146,non_plot,Chlorogallum pomeridianum,3,2,26,1.4,0.82543,,0.1876,,12-May-17,,,,,
2147,non_plot,Chlorogallum pomeridianum,3,3,27,1.1,0.57234,,0.128,,12-May-17,,,,,
2148,non_plot,Chlorogallum pomeridianum,4,1,25,1.6,0.91299,,0.1736,,12-May-17,,24,24,27,
2149,non_plot,Chlorogallum pomeridianum,4,2,31,1.7,1.3664,,0.1542,,12-May-17,,,,,
2150,non_plot,Chlorogallum pomeridianum,4,3,29,1.9,1.44417,,0.1194,,12-May-17,,,,,
2151,non_plot,Chlorogallum pomeridianum,5,1,28,1.8,0.9407,,0.1849,,12-May-17,,29,8,30,
2152,non_plot,Chlorogallum pomeridianum,5,2,26,1.1,0.78049,,0.1602,,12-May-17,,,,,
2153,non_plot,Chlorogallum pomeridianum,5,3,28,1.3,0.91535,,0.1908,,12-May-17,,,,,
2154,non_plot,Chlorogallum pomeridianum,6,1,24,1.4,0.65335,,0.1075,,12-May-17,,24,50,73,
2155,non_plot,Chlorogallum pomeridianum,6,2,35,1.3,1.02388,,0.2086,,12-May-17,,,,,
2156,non_plot,Chlorogallum pomeridianum,6,3,34,1.6,1.36291,,0.2523,,12-May-17,,,,,
2157,non_plot,Chlorogallum pomeridianum,7,1,32,1.2,0.85999,,0.1841,,12-May-17,,31,23,16,
2158,non_plot,Chlorogallum pomeridianum,7,2,33,1.3,1.15604,,0.2467,,12-May-17,,,,,
2159,non_plot,Chlorogallum pomeridianum,7,3,35,1,0.74729,,0.1567,,12-May-17,,,,,
2160,non_plot,Chlorogallum pomeridianum,8,1,36,1.5,1.58707,,0.2854,,12-May-17,attached to root with flower,62,40,30,
2161,non_plot,Chlorogallum pomeridianum,8,2,33,1.6,1.4535,,0.2842,,12-May-17,,,,,
2162,non_plot,Chlorogallum pomeridianum,8,3,36,1.5,1.68858,,0.3327,,12-May-17,,,,,
2163,non_plot,Calystegia collina,1,1,2,1.4,0.0776,,0.0133,,12-May-17,Calculate leaf area from total leaf weight and SLA,5,18,16,
2164,non_plot,Calystegia collina,1,2,2.1,2.4,0.07429,,0.0147,,12-May-17,,,,,
2165,non_plot,Calystegia collina,1,3,2.2,2.2,0.08536,,0.0149,,12-May-17,,,,,
2166,non_plot,Calystegia collina,2,1,2.5,2.2,0.09808,,0.019,,12-May-17,Calculate leaf area from total leaf weight and SLA,7,20,19,
2167,non_plot,Calystegia collina,2,2,2.4,2.5,0.07869,,0.0168,,12-May-17,,,,,
2168,non_plot,Calystegia collina,2,3,2.8,1.8,0.06099,,0.013,,12-May-17,,,,,
2169,non_plot,Calystegia collina,3,1,1.2,2,0.05446,,0.0092,,12-May-17,Calculate leaf area from total leaf weight and SLA,6,10,14,
2170,non_plot,Calystegia collina,3,2,2,1.7,0.05184,,0.0105,,12-May-17,,,,,
2171,non_plot,Calystegia collina,3,3,1.6,1.7,0.03719,,0.0094,,12-May-17,,,,,
2172,non_plot,Calystegia collina,4,1,1.7,1.5,0.03582,,0.0091,,12-May-17,Calculate leaf area from total leaf weight and SLA,5,12,12,
2173,non_plot,Calystegia collina,4,2,2,1.8,0.04603,,0.0094,,12-May-17,,,,,
2174,non_plot,Calystegia collina,4,3,1.6,1.7,0.03643,,0.0079,,12-May-17,,,,,
2175,non_plot,Calystegia collina,5,1,2,1.6,0.05079,,0.0118,,12-May-17,scanned all leaves on this plant,5,12,12,
2176,non_plot,Calystegia collina,5,2,2,1.8,0.04465,,0.01,,12-May-17,,,,,
2177,non_plot,Calystegia collina,5,3,2.2,1.8,0.05078,,0.0118,,12-May-17,,,,,
2178,non_plot,Calystegia collina,6,1,2.2,2,0.05919,,0.0099,,12-May-17,scanned all leaves on this plant,9,16,13,
2179,non_plot,Calystegia collina,6,2,2,1.7,0.04113,,0.0132,,12-May-17,,,,,
2180,non_plot,Calystegia collina,6,3,2,2.1,0.05232,,0.015,,12-May-17,,,,,
2181,non_plot,Calystegia collina,7,1,2.4,1.7,0.06156,,0.0156,,12-May-17,scanned all leaves on this plant,11,19,8,
2182,non_plot,Calystegia collina,7,2,2,1.7,0.04245,,0.0107,,12-May-17,,,,,
2183,non_plot,Calystegia collina,7,3,1.7,2.2,0.05027,,0.0129,,12-May-17,,,,,
2184,non_plot,Calystegia collina,8,1,1.8,1.2,0.03161,,0.0077,,12-May-17,scanned all leaves on this plant,6,11,11,
2185,non_plot,Calystegia collina,8,2,1.5,1.6,0.03361,,0.0085,,12-May-17,,,,,
2186,non_plot,Calystegia collina,8,3,2,1.4,0.04032,,0.01,,12-May-17,,,,,
2187,non_plot,Croton setigerus,1,1,3,2,0.09007,,0.0327,,12-May-17,,2,9,9,
2188,non_plot,Croton setigerus,1,2,3.5,2,0.0937,,0.0354,,12-May-17,,,,,
2189,non_plot,Croton setigerus,1,3,3,1.5,0.07102,,0.0251,,12-May-17,,,,,
2190,non_plot,Croton setigerus,2,1,2.5,1.5,0.05696,,0.0193,,12-May-17,,2,5,5,
2191,non_plot,Croton setigerus,2,2,2.1,1.8,0.07065,,0.0178,,12-May-17,,,,,
2192,non_plot,Croton setigerus,2,3,2,1.5,0.04988,,0.0107,,12-May-17,,,,,
2193,non_plot,Croton setigerus,3,1,4,2.8,0.17684,,0.0591,,12-May-17,,5,14,12,
2194,non_plot,Croton setigerus,3,2,4.3,3,0.20997,,0.0696,,12-May-17,,,,,
2195,non_plot,Croton setigerus,3,3,2,1.5,0.04415,,0.0144,,12-May-17,,,,,
2196,non_plot,Croton setigerus,4,1,3.8,2.5,0.12905,,0.0504,,12-May-17,,5,12,11,
2197,non_plot,Croton setigerus,4,2,3.5,2.2,0.12855,,0.0445,,12-May-17,,,,,
2198,non_plot,Croton setigerus,4,3,3,2.5,0.1094,,0.0397,,12-May-17,,,,,
2199,non_plot,Croton setigerus,5,1,2.5,1.8,0.05911,,0.017,,12-May-17,,2,6,5,
2200,non_plot,Croton setigerus,5,2,1.5,1,0.02438,,0.0068,,12-May-17,,,,,
2201,non_plot,Croton setigerus,5,3,2.2,1.5,0.03801,,0.0108,,12-May-17,,,,,
2202,non_plot,Croton setigerus,6,1,2.5,2,0.06928,,0.0225,,12-May-17,,2,8,7,
2203,non_plot,Croton setigerus,6,2,2,1.6,0.04589,,0.0157,,12-May-17,,,,,
2204,non_plot,Croton setigerus,6,3,2.8,2,0.0829,,0.0285,,12-May-17,,,,,
2205,non_plot,Croton setigerus,7,1,2.5,1.6,0.05761,,0.0177,,12-May-17,,6,6,6,
2206,non_plot,Croton setigerus,7,2,3,1.5,0.04106,,0.0124,,12-May-17,,,,,
2207,non_plot,Croton setigerus,7,3,1.5,1,0.02783,,0.0071,,12-May-17,,,,,
2208,non_plot,Croton setigerus,8,1,2.2,1.5,0.03795,,0.0143,,12-May-17,,3,7,7,
2209,non_plot,Croton setigerus,8,2,2.5,1.7,0.05405,,0.019,,12-May-17,,,,,
2210,non_plot,Croton setigerus,8,3,2.5,1.4,0.04713,,0.017,,12-May-17,,,,,
2211,non_plot,Lagophylla ramosissima,1,1,7,1.9,0.10371,,0.0221,,12-May-17,,26,5,7,
2212,non_plot,Lagophylla ramosissima,1,2,7.5,1.2,0.0992,,0.0215,,12-May-17,,,,,
2213,non_plot,Lagophylla ramosissima,1,3,5.5,0.5,0.07163,,0.0161,,12-May-17,,,,,
2214,non_plot,Lagophylla ramosissima,2,1,6,0.7,0.07066,,0.0161,,12-May-17,,25,7,7,
2215,non_plot,Lagophylla ramosissima,2,2,5.5,0.5,0.06699,,0.0158,,12-May-17,,,,,
2216,non_plot,Lagophylla ramosissima,2,3,7,1,0.08975,,0.0193,,12-May-17,,,,,
2217,non_plot,Lagophylla ramosissima,3,1,5.5,0.6,0.07832,,0.0167,,12-May-17,,25,6,5,
2218,non_plot,Lagophylla ramosissima,3,2,5,0.6,0.06162,,0.0134,,12-May-17,,,,,
2219,non_plot,Lagophylla ramosissima,3,3,4.7,0.6,0.06064,,0.0125,,12-May-17,,,,,
2220,non_plot,Lagophylla ramosissima,4,1,4,0.4,0.03187,,0.0065,,12-May-17,,21,4,3,
2221,non_plot,Lagophylla ramosissima,4,2,4,0.3,0.03108,,0.0068,,12-May-17,,,,,
2222,non_plot,Lagophylla ramosissima,4,3,2.5,0.2,0.0229,,0.0047,,12-May-17,,,,,
2223,non_plot,Lagophylla ramosissima,5,1,7,0.7,0.11369,,0.0219,,12-May-17,,22,7,5,
2224,non_plot,Lagophylla ramosissima,5,2,8,1,0.13094,,0.0245,,12-May-17,,,,,
2225,non_plot,Lagophylla ramosissima,5,3,6,0.7,0.08532,,0.017,,12-May-17,,,,,
